Image,Face_Index,BASE_Name,BASE_Conf,BASE_Time(ms),Gate Decision,GATE_Name,GATE_Conf,GATE_Time(ms),Conf_Gain,Time_Cost(ms)
img7.JPG,"(0, 16, 1289, 1757)",yoav,0.9556,15.95,motion_blur,yoav,0.8595,114.67,-9.61,98.71
img8.JPG,"(0, 137, 1710, 2843)",omer,0.6486,22.65,motion_blur,omer,0.7392,166.76,9.06,144.10
img9.JPG,"(0, 0, 1201, 1514)",yoav,0.8097,22.53,motion_blur,yoav,0.7696,72.16,-4.01,49.62
IMG_0573.jpg,"(0, 34, 738, 1032)",yoav,0.9873,0.00,normal,yoav,0.9873,31.47,0.00,31.47
IMG_0582.jpg,"(0, 39, 518, 689)",yoav,0.9982,15.64,normal,yoav,0.9982,15.75,0.00,0.11
IMG_1561.jpg,"(0, 18, 1100, 1236)",yoav,0.8812,0.00,normal,yoav,0.8812,31.48,0.00,31.48
IMG_1567 - Copy.jpg,"(0, 16, 386, 490)",yoav,0.9826,0.00,normal,yoav,0.9826,23.78,0.00,23.78
IMG_1622.jpg,"(0, 12, 283, 382)",yoav,0.9058,0.00,normal,yoav,0.9058,15.64,0.00,15.64
IMG_3107 - Copy.jpg,"(0, 97, 1586, 2125)",yoav,0.9695,35.70,motion_blur,yoav,0.9695,91.26,0.00,55.56
IMG_3419.jpg,"(0, 59, 1675, 2309)",yoav,0.9073,15.73,motion_blur,yoav,0.9073,123.93,0.00,108.21
IMG_4722 - Copy.jpg,"(0, 0, 702, 858)",yoav,0.9934,10.04,low_light,yoav,0.9981,61.07,0.47,51.03
IMG_4735.jpg,"(0, 38, 620, 826)",yoav,0.6295,10.16,normal,yoav,0.6295,33.30,0.00,23.14
IMG_6315.jpg,"(0, 0, 833, 1157)",yoav,0.7120,9.76,normal,yoav,0.7120,23.74,0.00,13.98
